date,time,origin,destination,ridership
2026-02-03,22:00,JB Sentral,Woodlands CIQ,321
2026-02-03,22:00,Woodlands CIQ,JB Sentral,168
2026-02-03,23:00,Woodlands CIQ,JB Sentral,51
2026-02-04,05:00,JB Sentral,Woodlands CIQ,640
2026-02-04,06:00,JB Sentral,Woodlands CIQ,640
2026-02-04,07:00,JB Sentral,Woodlands CIQ,640
2026-02-04,08:00,JB Sentral,Woodlands CIQ,320
2026-02-04,08:00,Woodlands CIQ,JB Sentral,320
2026-02-04,09:00,Woodlands CIQ,JB Sentral,320
2026-02-04,10:00,JB Sentral,Woodlands CIQ,320
2026-02-04,11:00,JB Sentral,Woodlands CIQ,207
2026-02-04,11:00,Woodlands CIQ,JB Sentral,321
2026-02-04,12:00,JB Sentral,Woodlands CIQ,173
2026-02-04,12:00,Woodlands CIQ,JB Sentral,320
2026-02-04,13:00,Woodlands CIQ,JB Sentral,268
2026-02-04,14:00,JB Sentral,Woodlands CIQ,249
2026-02-04,15:00,JB Sentral,Woodlands CIQ,322
2026-02-04,15:00,Woodlands CIQ,JB Sentral,126
2026-02-04,16:00,JB Sentral,Woodlands CIQ,320
2026-02-04,16:00,Woodlands CIQ,JB Sentral,86
2026-02-04,17:00,JB Sentral,Woodlands CIQ,319
2026-02-04,17:00,Woodlands CIQ,JB Sentral,196
2026-02-04,18:00,Woodlands CIQ,JB Sentral,320
2026-02-04,19:00,JB Sentral,Woodlands CIQ,323
2026-02-04,20:00,JB Sentral,Woodlands CIQ,320
2026-02-04,20:00,Woodlands CIQ,JB Sentral,307
2026-02-04,21:00,JB Sentral,Woodlands CIQ,317
2026-02-04,21:00,Woodlands CIQ,JB Sentral,321
2026-02-04,22:00,JB Sentral,Woodlands CIQ,320
2026-02-04,22:00,Woodlands CIQ,JB Sentral,136
2026-02-04,23:00,Woodlands CIQ,JB Sentral,45
2026-02-05,05:00,JB Sentral,Woodlands CIQ,640
2026-02-05,06:00,JB Sentral,Woodlands CIQ,638
2026-02-05,07:00,JB Sentral,Woodlands CIQ,632
2026-02-05,08:00,JB Sentral,Woodlands CIQ,320
2026-02-05,08:00,Woodlands CIQ,JB Sentral,319
2026-02-05,09:00,Woodlands CIQ,JB Sentral,319
2026-02-05,11:00,JB Sentral,Woodlands CIQ,284
2026-02-05,12:00,JB Sentral,Woodlands CIQ,174
2026-02-05,12:00,Woodlands CIQ,JB Sentral,322
2026-02-05,13:00,Woodlands CIQ,JB Sentral,321
2026-02-05,14:00,JB Sentral,Woodlands CIQ,261
2026-02-05,15:00,JB Sentral,Woodlands CIQ,322
2026-02-05,15:00,Woodlands CIQ,JB Sentral,263
2026-02-05,16:00,JB Sentral,Woodlands CIQ,322
2026-02-05,16:00,Woodlands CIQ,JB Sentral,126
2026-02-05,17:00,JB Sentral,Woodlands CIQ,314
2026-02-05,17:00,Woodlands CIQ,JB Sentral,304
2026-02-05,18:00,Woodlands CIQ,JB Sentral,320
2026-02-05,19:00,JB Sentral,Woodlands CIQ,317
2026-02-05,20:00,JB Sentral,Woodlands CIQ,322
2026-02-05,20:00,Woodlands CIQ,JB Sentral,317
2026-02-05,21:00,JB Sentral,Woodlands CIQ,316
2026-02-05,21:00,Woodlands CIQ,JB Sentral,327
2026-02-05,22:00,JB Sentral,Woodlands CIQ,318
2026-02-05,22:00,Woodlands CIQ,JB Sentral,321
2026-02-05,23:00,Woodlands CIQ,JB Sentral,94
2026-02-06,05:00,JB Sentral,Woodlands CIQ,640
2026-02-06,06:00,JB Sentral,Woodlands CIQ,640
2026-02-06,07:00,JB Sentral,Woodlands CIQ,640
2026-02-06,08:00,JB Sentral,Woodlands CIQ,321
2026-02-06,08:00,Woodlands CIQ,JB Sentral,321
2026-02-06,09:00,Woodlands CIQ,JB Sentral,320
2026-02-06,10:00,JB Sentral,Woodlands CIQ,282
2026-02-06,11:00,JB Sentral,Woodlands CIQ,174
2026-02-06,11:00,Woodlands CIQ,JB Sentral,324
2026-02-06,12:00,JB Sentral,Woodlands CIQ,182
2026-02-06,12:00,Woodlands CIQ,JB Sentral,321
2026-02-06,13:00,Woodlands CIQ,JB Sentral,321
2026-02-06,14:00,JB Sentral,Woodlands CIQ,256
2026-02-06,15:00,JB Sentral,Woodlands CIQ,322
2026-02-06,15:00,Woodlands CIQ,JB Sentral,323
2026-02-06,16:00,JB Sentral,Woodlands CIQ,320
2026-02-06,16:00,Woodlands CIQ,JB Sentral,330
2026-02-06,17:00,JB Sentral,Woodlands CIQ,321
2026-02-06,17:00,Woodlands CIQ,JB Sentral,322
2026-02-06,18:00,Woodlands CIQ,JB Sentral,320
2026-02-06,19:00,JB Sentral,Woodlands CIQ,321
2026-02-06,20:00,JB Sentral,Woodlands CIQ,320
2026-02-06,20:00,Woodlands CIQ,JB Sentral,321
2026-02-06,21:00,JB Sentral,Woodlands CIQ,320
2026-02-06,21:00,Woodlands CIQ,JB Sentral,324
2026-02-06,22:00,JB Sentral,Woodlands CIQ,320
2026-02-06,22:00,Woodlands CIQ,JB Sentral,320
2026-02-06,23:00,Woodlands CIQ,JB Sentral,316
2026-02-07,05:00,JB Sentral,Woodlands CIQ,169
2026-02-07,06:00,JB Sentral,Woodlands CIQ,354
2026-02-07,07:00,JB Sentral,Woodlands CIQ,509
2026-02-07,08:00,JB Sentral,Woodlands CIQ,320
2026-02-07,08:00,Woodlands CIQ,JB Sentral,323
2026-02-07,09:00,Woodlands CIQ,JB Sentral,322
2026-02-07,10:00,JB Sentral,Woodlands CIQ,323
2026-02-07,11:00,JB Sentral,Woodlands CIQ,323
2026-02-07,11:00,Woodlands CIQ,JB Sentral,322
2026-02-07,12:00,JB Sentral,Woodlands CIQ,322
2026-02-07,12:00,Woodlands CIQ,JB Sentral,321
2026-02-07,13:00,Woodlands CIQ,JB Sentral,324
2026-02-07,14:00,JB Sentral,Woodlands CIQ,322
2026-02-07,15:00,JB Sentral,Woodlands CIQ,324
2026-02-07,15:00,Woodlands CIQ,JB Sentral,318
2026-02-07,16:00,JB Sentral,Woodlands CIQ,321
2026-02-07,16:00,Woodlands CIQ,JB Sentral,322
2026-02-07,17:00,JB Sentral,Woodlands CIQ,320
2026-02-07,17:00,Woodlands CIQ,JB Sentral,324
2026-02-07,18:00,Woodlands CIQ,JB Sentral,325
2026-02-07,19:00,JB Sentral,Woodlands CIQ,321
2026-02-07,20:00,JB Sentral,Woodlands CIQ,320
2026-02-07,20:00,Woodlands CIQ,JB Sentral,324
2026-02-07,21:00,JB Sentral,Woodlands CIQ,319
2026-02-07,21:00,Woodlands CIQ,JB Sentral,231
2026-02-07,22:00,JB Sentral,Woodlands CIQ,320
2026-02-07,22:00,Woodlands CIQ,JB Sentral,227
2026-02-07,23:00,Woodlands CIQ,JB Sentral,142
2026-02-08,05:00,JB Sentral,Woodlands CIQ,109
2026-02-08,06:00,JB Sentral,Woodlands CIQ,184
2026-02-08,07:00,JB Sentral,Woodlands CIQ,468
2026-02-08,08:00,JB Sentral,Woodlands CIQ,321
2026-02-08,08:00,Woodlands CIQ,JB Sentral,321
2026-02-08,09:00,Woodlands CIQ,JB Sentral,324
2026-02-08,10:00,JB Sentral,Woodlands CIQ,324
2026-02-08,11:00,JB Sentral,Woodlands CIQ,321
2026-02-08,11:00,Woodlands CIQ,JB Sentral,323
2026-02-08,12:00,JB Sentral,Woodlands CIQ,327
2026-02-08,12:00,Woodlands CIQ,JB Sentral,322
2026-02-08,13:00,Woodlands CIQ,JB Sentral,325
2026-02-08,14:00,JB Sentral,Woodlands CIQ,322
2026-02-08,15:00,JB Sentral,Woodlands CIQ,323
2026-02-08,15:00,Woodlands CIQ,JB Sentral,323
2026-02-08,16:00,JB Sentral,Woodlands CIQ,323
2026-02-08,16:00,Woodlands CIQ,JB Sentral,123
2026-02-08,17:00,JB Sentral,Woodlands CIQ,324
2026-02-08,17:00,Woodlands CIQ,JB Sentral,145
2026-02-08,18:00,Woodlands CIQ,JB Sentral,159
2026-02-08,19:00,JB Sentral,Woodlands CIQ,324
2026-02-08,20:00,JB Sentral,Woodlands CIQ,322
2026-02-08,20:00,Woodlands CIQ,JB Sentral,158
2026-02-08,21:00,JB Sentral,Woodlands CIQ,321
2026-02-08,21:00,Woodlands CIQ,JB Sentral,86
2026-02-08,22:00,JB Sentral,Woodlands CIQ,320
2026-02-08,22:00,Woodlands CIQ,JB Sentral,141
2026-02-08,23:00,Woodlands CIQ,JB Sentral,49
2026-02-09,05:00,JB Sentral,Woodlands CIQ,640
2026-02-09,06:00,JB Sentral,Woodlands CIQ,640
2026-02-09,07:00,JB Sentral,Woodlands CIQ,640
2026-02-09,08:00,JB Sentral,Woodlands CIQ,320
2026-02-09,08:00,Woodlands CIQ,JB Sentral,320
2026-02-09,09:00,Woodlands CIQ,JB Sentral,320
2026-02-09,10:00,JB Sentral,Woodlands CIQ,322
2026-02-09,11:00,JB Sentral,Woodlands CIQ,324
2026-02-09,11:00,Woodlands CIQ,JB Sentral,320
2026-02-09,12:00,JB Sentral,Woodlands CIQ,323
2026-02-09,12:00,Woodlands CIQ,JB Sentral,322
2026-02-09,13:00,Woodlands CIQ,JB Sentral,322
2026-02-09,15:00,JB Sentral,Woodlands CIQ,324
2026-02-09,16:00,JB Sentral,Woodlands CIQ,324
2026-02-09,16:00,Woodlands CIQ,JB Sentral,123
2026-02-09,17:00,JB Sentral,Woodlands CIQ,320
2026-02-09,17:00,Woodlands CIQ,JB Sentral,150
2026-02-09,18:00,Woodlands CIQ,JB Sentral,320
2026-02-09,19:00,JB Sentral,Woodlands CIQ,320
2026-02-09,20:00,JB Sentral,Woodlands CIQ,319
2026-02-09,20:00,Woodlands CIQ,JB Sentral,320
2026-02-09,21:00,JB Sentral,Woodlands CIQ,319
2026-02-09,21:00,Woodlands CIQ,JB Sentral,270
2026-02-09,22:00,JB Sentral,Woodlands CIQ,320
2026-02-09,22:00,Woodlands CIQ,JB Sentral,139
2026-02-09,23:00,Woodlands CIQ,JB Sentral,48
2026-02-10,05:00,JB Sentral,Woodlands CIQ,640
2026-02-10,06:00,JB Sentral,Woodlands CIQ,640
2026-02-10,07:00,JB Sentral,Woodlands CIQ,640
2026-02-10,08:00,JB Sentral,Woodlands CIQ,320
2026-02-10,08:00,Woodlands CIQ,JB Sentral,320
2026-02-10,09:00,Woodlands CIQ,JB Sentral,323
2026-02-10,10:00,JB Sentral,Woodlands CIQ,321
2026-02-10,11:00,JB Sentral,Woodlands CIQ,218
2026-02-10,11:00,Woodlands CIQ,JB Sentral,323
2026-02-10,12:00,JB Sentral,Woodlands CIQ,229
2026-02-10,12:00,Woodlands CIQ,JB Sentral,320
2026-02-10,13:00,Woodlands CIQ,JB Sentral,323
2026-02-10,14:00,JB Sentral,Woodlands CIQ,254
2026-02-10,15:00,JB Sentral,Woodlands CIQ,321
2026-02-10,15:00,Woodlands CIQ,JB Sentral,214
2026-02-10,16:00,JB Sentral,Woodlands CIQ,320
2026-02-10,16:00,Woodlands CIQ,JB Sentral,98
2026-02-10,17:00,JB Sentral,Woodlands CIQ,320
2026-02-10,17:00,Woodlands CIQ,JB Sentral,210
2026-02-10,18:00,Woodlands CIQ,JB Sentral,321
2026-02-10,19:00,JB Sentral,Woodlands CIQ,320
2026-02-10,20:00,JB Sentral,Woodlands CIQ,320
2026-02-10,20:00,Woodlands CIQ,JB Sentral,320
2026-02-10,21:00,JB Sentral,Woodlands CIQ,320
2026-02-10,21:00,Woodlands CIQ,JB Sentral,322
2026-02-10,22:00,JB Sentral,Woodlands CIQ,318
2026-02-10,22:00,Woodlands CIQ,JB Sentral,185
2026-02-10,23:00,Woodlands CIQ,JB Sentral,73
2026-02-11,05:00,JB Sentral,Woodlands CIQ,640
2026-02-11,06:00,JB Sentral,Woodlands CIQ,639
2026-02-11,07:00,JB Sentral,Woodlands CIQ,640
2026-02-11,08:00,JB Sentral,Woodlands CIQ,320
2026-02-11,08:00,Woodlands CIQ,JB Sentral,323
2026-02-11,09:00,Woodlands CIQ,JB Sentral,324
2026-02-11,10:00,JB Sentral,Woodlands CIQ,321
2026-02-11,11:00,JB Sentral,Woodlands CIQ,168
2026-02-11,11:00,Woodlands CIQ,JB Sentral,323
2026-02-11,12:00,JB Sentral,Woodlands CIQ,164
2026-02-11,12:00,Woodlands CIQ,JB Sentral,322
2026-02-11,13:00,Woodlands CIQ,JB Sentral,325
2026-02-11,14:00,JB Sentral,Woodlands CIQ,237
2026-02-11,15:00,JB Sentral,Woodlands CIQ,320
2026-02-11,15:00,Woodlands CIQ,JB Sentral,322
2026-02-11,16:00,JB Sentral,Woodlands CIQ,321
2026-02-11,16:00,Woodlands CIQ,JB Sentral,211
2026-02-11,17:00,JB Sentral,Woodlands CIQ,319
2026-02-11,17:00,Woodlands CIQ,JB Sentral,326
2026-02-11,18:00,Woodlands CIQ,JB Sentral,321
2026-02-11,19:00,JB Sentral,Woodlands CIQ,319
2026-02-11,20:00,JB Sentral,Woodlands CIQ,316
2026-02-11,20:00,Woodlands CIQ,JB Sentral,320
2026-02-11,21:00,JB Sentral,Woodlands CIQ,314
2026-02-11,21:00,Woodlands CIQ,JB Sentral,324
2026-02-11,22:00,JB Sentral,Woodlands CIQ,320
2026-02-11,22:00,Woodlands CIQ,JB Sentral,323
2026-02-11,23:00,Woodlands CIQ,JB Sentral,131
2026-02-12,05:00,JB Sentral,Woodlands CIQ,640
2026-02-12,06:00,JB Sentral,Woodlands CIQ,640
2026-02-12,07:00,JB Sentral,Woodlands CIQ,640
2026-02-12,08:00,JB Sentral,Woodlands CIQ,320
2026-02-12,08:00,Woodlands CIQ,JB Sentral,324
2026-02-12,09:00,Woodlands CIQ,JB Sentral,324
2026-02-12,11:00,JB Sentral,Woodlands CIQ,282
2026-02-12,12:00,JB Sentral,Woodlands CIQ,183
2026-02-12,12:00,Woodlands CIQ,JB Sentral,328
2026-02-12,13:00,Woodlands CIQ,JB Sentral,320
2026-02-12,14:00,JB Sentral,Woodlands CIQ,218
2026-02-12,15:00,JB Sentral,Woodlands CIQ,321
2026-02-12,15:00,Woodlands CIQ,JB Sentral,324
2026-02-12,16:00,JB Sentral,Woodlands CIQ,322
2026-02-12,16:00,Woodlands CIQ,JB Sentral,328
2026-02-12,17:00,JB Sentral,Woodlands CIQ,321
2026-02-12,17:00,Woodlands CIQ,JB Sentral,322
2026-02-12,18:00,Woodlands CIQ,JB Sentral,321
2026-02-12,19:00,JB Sentral,Woodlands CIQ,321
2026-02-12,20:00,JB Sentral,Woodlands CIQ,319
2026-02-12,20:00,Woodlands CIQ,JB Sentral,320
2026-02-12,21:00,JB Sentral,Woodlands CIQ,321
2026-02-12,21:00,Woodlands CIQ,JB Sentral,324
2026-02-12,22:00,JB Sentral,Woodlands CIQ,320
2026-02-12,22:00,Woodlands CIQ,JB Sentral,321
2026-02-12,23:00,Woodlands CIQ,JB Sentral,318
2026-02-13,05:00,JB Sentral,Woodlands CIQ,624
2026-02-13,06:00,JB Sentral,Woodlands CIQ,640
2026-02-13,07:00,JB Sentral,Woodlands CIQ,640
2026-02-13,08:00,JB Sentral,Woodlands CIQ,320
2026-02-13,08:00,Woodlands CIQ,JB Sentral,322
2026-02-13,09:00,Woodlands CIQ,JB Sentral,324
2026-02-13,10:00,JB Sentral,Woodlands CIQ,288
2026-02-13,11:00,JB Sentral,Woodlands CIQ,180
2026-02-13,11:00,Woodlands CIQ,JB Sentral,324
2026-02-13,12:00,JB Sentral,Woodlands CIQ,167
2026-02-13,12:00,Woodlands CIQ,JB Sentral,320
2026-02-13,13:00,Woodlands CIQ,JB Sentral,320
2026-02-13,14:00,JB Sentral,Woodlands CIQ,197
2026-02-13,15:00,JB Sentral,Woodlands CIQ,287
2026-02-13,15:00,Woodlands CIQ,JB Sentral,316
2026-02-13,16:00,JB Sentral,Woodlands CIQ,322
2026-02-13,16:00,Woodlands CIQ,JB Sentral,324
2026-02-13,17:00,JB Sentral,Woodlands CIQ,324
2026-02-13,17:00,Woodlands CIQ,JB Sentral,321
2026-02-13,18:00,Woodlands CIQ,JB Sentral,322
2026-02-13,19:00,JB Sentral,Woodlands CIQ,319
2026-02-13,20:00,JB Sentral,Woodlands CIQ,320
2026-02-13,20:00,Woodlands CIQ,JB Sentral,321
2026-02-13,21:00,JB Sentral,Woodlands CIQ,322
2026-02-13,21:00,Woodlands CIQ,JB Sentral,323
2026-02-13,22:00,JB Sentral,Woodlands CIQ,320
2026-02-13,22:00,Woodlands CIQ,JB Sentral,323
2026-02-13,23:00,Woodlands CIQ,JB Sentral,320
2026-02-14,05:00,JB Sentral,Woodlands CIQ,165
2026-02-14,06:00,JB Sentral,Woodlands CIQ,259
2026-02-14,07:00,JB Sentral,Woodlands CIQ,408
2026-02-14,08:00,JB Sentral,Woodlands CIQ,323
2026-02-14,08:00,Woodlands CIQ,JB Sentral,328
2026-02-14,09:00,Woodlands CIQ,JB Sentral,326
2026-02-14,10:00,JB Sentral,Woodlands CIQ,270
2026-02-14,11:00,JB Sentral,Woodlands CIQ,226
2026-02-14,11:00,Woodlands CIQ,JB Sentral,328
2026-02-14,12:00,JB Sentral,Woodlands CIQ,240
2026-02-14,12:00,Woodlands CIQ,JB Sentral,321
2026-02-14,13:00,Woodlands CIQ,JB Sentral,325
2026-02-14,14:00,JB Sentral,Woodlands CIQ,325
2026-02-14,15:00,JB Sentral,Woodlands CIQ,323
2026-02-14,15:00,Woodlands CIQ,JB Sentral,320
2026-02-14,16:00,JB Sentral,Woodlands CIQ,320
2026-02-14,16:00,Woodlands CIQ,JB Sentral,322
2026-02-14,17:00,JB Sentral,Woodlands CIQ,319
2026-02-14,17:00,Woodlands CIQ,JB Sentral,324
2026-02-14,18:00,Woodlands CIQ,JB Sentral,324
2026-02-14,19:00,JB Sentral,Woodlands CIQ,320
2026-02-14,20:00,JB Sentral,Woodlands CIQ,320
2026-02-14,20:00,Woodlands CIQ,JB Sentral,320
2026-02-14,21:00,JB Sentral,Woodlands CIQ,319
2026-02-14,21:00,Woodlands CIQ,JB Sentral,324
2026-02-14,22:00,JB Sentral,Woodlands CIQ,315
2026-02-14,22:00,Woodlands CIQ,JB Sentral,322
2026-02-14,23:00,Woodlands CIQ,JB Sentral,321
2026-02-15,05:00,JB Sentral,Woodlands CIQ,132
2026-02-15,06:00,JB Sentral,Woodlands CIQ,143
2026-02-15,07:00,JB Sentral,Woodlands CIQ,313
2026-02-15,08:00,JB Sentral,Woodlands CIQ,325
2026-02-15,08:00,Woodlands CIQ,JB Sentral,324
2026-02-15,09:00,Woodlands CIQ,JB Sentral,325
2026-02-15,10:00,JB Sentral,Woodlands CIQ,322
2026-02-15,11:00,JB Sentral,Woodlands CIQ,326
2026-02-15,11:00,Woodlands CIQ,JB Sentral,327
2026-02-15,12:00,JB Sentral,Woodlands CIQ,321
2026-02-15,12:00,Woodlands CIQ,JB Sentral,315
2026-02-15,13:00,Woodlands CIQ,JB Sentral,322
2026-02-15,14:00,JB Sentral,Woodlands CIQ,325
2026-02-15,15:00,JB Sentral,Woodlands CIQ,325
2026-02-15,15:00,Woodlands CIQ,JB Sentral,329
2026-02-15,16:00,JB Sentral,Woodlands CIQ,319
2026-02-15,16:00,Woodlands CIQ,JB Sentral,327
2026-02-15,17:00,JB Sentral,Woodlands CIQ,315
2026-02-15,17:00,Woodlands CIQ,JB Sentral,325
2026-02-15,18:00,Woodlands CIQ,JB Sentral,326
2026-02-15,19:00,JB Sentral,Woodlands CIQ,316
2026-02-15,20:00,JB Sentral,Woodlands CIQ,315
2026-02-15,20:00,Woodlands CIQ,JB Sentral,320
2026-02-15,21:00,JB Sentral,Woodlands CIQ,308
2026-02-15,21:00,Woodlands CIQ,JB Sentral,322
2026-02-15,22:00,JB Sentral,Woodlands CIQ,311
2026-02-15,22:00,Woodlands CIQ,JB Sentral,322
2026-02-15,23:00,Woodlands CIQ,JB Sentral,297
2026-02-16,05:00,JB Sentral,Woodlands CIQ,345
2026-02-16,06:00,JB Sentral,Woodlands CIQ,560
2026-02-16,07:00,JB Sentral,Woodlands CIQ,617
2026-02-16,08:00,JB Sentral,Woodlands CIQ,299
2026-02-16,08:00,Woodlands CIQ,JB Sentral,320
2026-02-16,09:00,Woodlands CIQ,JB Sentral,319
2026-02-16,10:00,JB Sentral,Woodlands CIQ,316
2026-02-16,11:00,JB Sentral,Woodlands CIQ,287
2026-02-16,11:00,Woodlands CIQ,JB Sentral,322
2026-02-16,12:00,JB Sentral,Woodlands CIQ,322
2026-02-16,12:00,Woodlands CIQ,JB Sentral,318
2026-02-16,13:00,Woodlands CIQ,JB Sentral,315
2026-02-16,15:00,JB Sentral,Woodlands CIQ,322
2026-02-16,16:00,JB Sentral,Woodlands CIQ,322
2026-02-16,16:00,Woodlands CIQ,JB Sentral,322
2026-02-16,17:00,JB Sentral,Woodlands CIQ,306
2026-02-16,17:00,Woodlands CIQ,JB Sentral,324
2026-02-16,18:00,Woodlands CIQ,JB Sentral,319
2026-02-16,19:00,JB Sentral,Woodlands CIQ,146
2026-02-16,20:00,JB Sentral,Woodlands CIQ,197
2026-02-16,20:00,Woodlands CIQ,JB Sentral,323
2026-02-16,21:00,JB Sentral,Woodlands CIQ,291
2026-02-16,21:00,Woodlands CIQ,JB Sentral,322
2026-02-16,22:00,JB Sentral,Woodlands CIQ,247
2026-02-16,22:00,Woodlands CIQ,JB Sentral,321
2026-02-16,23:00,Woodlands CIQ,JB Sentral,321
2026-02-17,05:00,JB Sentral,Woodlands CIQ,140
2026-02-17,06:00,JB Sentral,Woodlands CIQ,146
2026-02-17,07:00,JB Sentral,Woodlands CIQ,297
2026-02-17,08:00,JB Sentral,Woodlands CIQ,321
2026-02-17,08:00,Woodlands CIQ,JB Sentral,320
2026-02-17,09:00,Woodlands CIQ,JB Sentral,323
2026-02-17,10:00,JB Sentral,Woodlands CIQ,321
2026-02-17,11:00,JB Sentral,Woodlands CIQ,320
2026-02-17,11:00,Woodlands CIQ,JB Sentral,324
2026-02-17,12:00,JB Sentral,Woodlands CIQ,324
2026-02-17,12:00,Woodlands CIQ,JB Sentral,322
2026-02-17,13:00,Woodlands CIQ,JB Sentral,326
2026-02-17,14:00,JB Sentral,Woodlands CIQ,321
2026-02-17,15:00,JB Sentral,Woodlands CIQ,324
2026-02-17,15:00,Woodlands CIQ,JB Sentral,322
2026-02-17,16:00,JB Sentral,Woodlands CIQ,325
2026-02-17,16:00,Woodlands CIQ,JB Sentral,321
2026-02-17,17:00,JB Sentral,Woodlands CIQ,324
2026-02-17,17:00,Woodlands CIQ,JB Sentral,324
2026-02-17,18:00,Woodlands CIQ,JB Sentral,323
2026-02-17,19:00,JB Sentral,Woodlands CIQ,322
2026-02-17,20:00,JB Sentral,Woodlands CIQ,321
2026-02-17,20:00,Woodlands CIQ,JB Sentral,320
2026-02-17,21:00,JB Sentral,Woodlands CIQ,321
2026-02-17,21:00,Woodlands CIQ,JB Sentral,283
2026-02-17,22:00,JB Sentral,Woodlands CIQ,321
2026-02-17,22:00,Woodlands CIQ,JB Sentral,255
2026-02-17,23:00,Woodlands CIQ,JB Sentral,95
2026-02-18,05:00,JB Sentral,Woodlands CIQ,220
2026-02-18,06:00,JB Sentral,Woodlands CIQ,284
2026-02-18,07:00,JB Sentral,Woodlands CIQ,640
2026-02-18,08:00,JB Sentral,Woodlands CIQ,324
2026-02-18,08:00,Woodlands CIQ,JB Sentral,327
2026-02-18,09:00,Woodlands CIQ,JB Sentral,325
2026-02-18,10:00,JB Sentral,Woodlands CIQ,324
2026-02-18,11:00,JB Sentral,Woodlands CIQ,322
2026-02-18,11:00,Woodlands CIQ,JB Sentral,329
2026-02-18,12:00,JB Sentral,Woodlands CIQ,322
2026-02-18,12:00,Woodlands CIQ,JB Sentral,326
2026-02-18,13:00,Woodlands CIQ,JB Sentral,323
2026-02-18,14:00,JB Sentral,Woodlands CIQ,324
2026-02-18,15:00,JB Sentral,Woodlands CIQ,320
2026-02-18,15:00,Woodlands CIQ,JB Sentral,314
2026-02-18,16:00,JB Sentral,Woodlands CIQ,321
2026-02-18,16:00,Woodlands CIQ,JB Sentral,199
2026-02-18,17:00,JB Sentral,Woodlands CIQ,321
2026-02-18,17:00,Woodlands CIQ,JB Sentral,156
2026-02-18,18:00,Woodlands CIQ,JB Sentral,124
2026-02-18,19:00,JB Sentral,Woodlands CIQ,325
2026-02-18,20:00,JB Sentral,Woodlands CIQ,322
2026-02-18,20:00,Woodlands CIQ,JB Sentral,157
2026-02-18,21:00,JB Sentral,Woodlands CIQ,321
2026-02-18,21:00,Woodlands CIQ,JB Sentral,167
2026-02-18,22:00,JB Sentral,Woodlands CIQ,320
2026-02-18,22:00,Woodlands CIQ,JB Sentral,99
2026-02-18,23:00,Woodlands CIQ,JB Sentral,35
2026-02-19,05:00,JB Sentral,Woodlands CIQ,639
2026-02-19,06:00,JB Sentral,Woodlands CIQ,640
2026-02-19,07:00,JB Sentral,Woodlands CIQ,640
2026-02-19,08:00,JB Sentral,Woodlands CIQ,321
2026-02-19,08:00,Woodlands CIQ,JB Sentral,321
2026-02-19,09:00,Woodlands CIQ,JB Sentral,328
2026-02-19,11:00,JB Sentral,Woodlands CIQ,326
2026-02-19,12:00,JB Sentral,Woodlands CIQ,324
2026-02-19,12:00,Woodlands CIQ,JB Sentral,320
2026-02-19,13:00,Woodlands CIQ,JB Sentral,323
2026-02-19,14:00,JB Sentral,Woodlands CIQ,323
2026-02-19,15:00,JB Sentral,Woodlands CIQ,324
2026-02-19,15:00,Woodlands CIQ,JB Sentral,223
2026-02-19,16:00,JB Sentral,Woodlands CIQ,326
2026-02-19,16:00,Woodlands CIQ,JB Sentral,148
2026-02-19,17:00,JB Sentral,Woodlands CIQ,322
2026-02-19,17:00,Woodlands CIQ,JB Sentral,183
2026-02-19,18:00,Woodlands CIQ,JB Sentral,250
2026-02-19,19:00,JB Sentral,Woodlands CIQ,325
2026-02-19,20:00,JB Sentral,Woodlands CIQ,321
2026-02-19,20:00,Woodlands CIQ,JB Sentral,279
2026-02-19,21:00,JB Sentral,Woodlands CIQ,322
2026-02-19,21:00,Woodlands CIQ,JB Sentral,151
2026-02-19,22:00,JB Sentral,Woodlands CIQ,321
2026-02-19,22:00,Woodlands CIQ,JB Sentral,157
2026-02-19,23:00,Woodlands CIQ,JB Sentral,33
2026-02-20,05:00,JB Sentral,Woodlands CIQ,437
2026-02-20,06:00,JB Sentral,Woodlands CIQ,640
2026-02-20,07:00,JB Sentral,Woodlands CIQ,641
2026-02-20,08:00,JB Sentral,Woodlands CIQ,323
2026-02-20,08:00,Woodlands CIQ,JB Sentral,322
2026-02-20,09:00,Woodlands CIQ,JB Sentral,322
2026-02-20,10:00,JB Sentral,Woodlands CIQ,325
2026-02-20,11:00,JB Sentral,Woodlands CIQ,322
2026-02-20,11:00,Woodlands CIQ,JB Sentral,333
2026-02-20,12:00,JB Sentral,Woodlands CIQ,324
2026-02-20,12:00,Woodlands CIQ,JB Sentral,321
2026-02-20,13:00,Woodlands CIQ,JB Sentral,324
2026-02-20,14:00,JB Sentral,Woodlands CIQ,323
2026-02-20,15:00,JB Sentral,Woodlands CIQ,321
2026-02-20,15:00,Woodlands CIQ,JB Sentral,323
2026-02-20,16:00,JB Sentral,Woodlands CIQ,321
2026-02-20,16:00,Woodlands CIQ,JB Sentral,324
2026-02-20,17:00,JB Sentral,Woodlands CIQ,324
2026-02-20,17:00,Woodlands CIQ,JB Sentral,319
2026-02-20,18:00,Woodlands CIQ,JB Sentral,321
2026-02-20,19:00,JB Sentral,Woodlands CIQ,321
2026-02-20,20:00,JB Sentral,Woodlands CIQ,323
2026-02-20,20:00,Woodlands CIQ,JB Sentral,321
2026-02-20,21:00,JB Sentral,Woodlands CIQ,320
2026-02-20,21:00,Woodlands CIQ,JB Sentral,318
